20;Age of Innocence [VHS]
44;Detour [VHS]
46;Strange Love of Martha Ivers [VHS]
66;Cool Runnings [VHS]
73;Lost World [VHS]
79;The Day the Earth Caught Fire [VHS]
87;Blood & Sand [VHS]
115;Band of Angels [VHS]
142;The Autobiography of Miss Jane Pittman [VHS]
170;Death Wish - The Face Of Death [VHS]
173;The Longest Day [VHS]
174;Doctor Who - Robot [VHS]
204;Doctor Who - City of Death [VHS]
228;Frances [VHS]
236;5 Fingers [VHS]
244;Call Northside 777 [VHS]
263;Heaven & Earth [VHS]
264;The Egg and I (The Ma & Pa Kettle Collection) [VHS]
272;Crash Dive [VHS]
276;Pinky [VHS]
286;The Seventh Seal [VHS]
296;Tombstone [VHS]
333;Tim Burton's The Nightmare Before Christmas [VHS]
381;Drugstore Cowboy [VHS]
386;Thumbelina [VHS]
395;My Girl 2 [VHS]
440;Wicker Man [VHS]
448;D2 - The Mighty Ducks [VHS]
457;A Charlie Brown Christmas
481;Blue [VHS]
524;The Crow [VHS]
555;Dersu Uzala [VHS]
579;The Secret of NIMH [VHS]
585;Phantasm 3:Lord of the Dead [VHS]
586;Young at Heart [VHS]
601;Simon of the Desert [VHS]
606;Superman the Movie [VHS]
612;Hannah & Her Sisters [VHS]
684;Curse of the Demon [VHS]
712;Elvira: Mistress of the Dark [VHS]
715;Speed [VHS]
721;Odessa File [VHS]
724;When a Man Loves a Woman [VHS]
738;Wyatt Earp [VHS]
741;Endless Summer [VHS]
750;The Client [VHS]
773;Aerosmith: Big Ones You Can Look at [VHS]
842;Angels in the Outfield [VHS]
895;Razor's Edge [VHS]
903;The Lion King [VHS]
909;Dead Heat [VHS]
913;The Monkees - Head [VHS]
915;Next Karate Kid [VHS]
926;I Love Trouble [VHS]
935;Fresh [VHS]
958;Leave Her to Heaven [VHS]
1005;Sign of the Cross [VHS]
1008;Force of Evil [VHS]
1033;Simple Twist of Fate [VHS]
1041;Rhinestone [VHS]
1048;The Man with One Red Shoe [VHS]
1051;Titanic [VHS]
1063;20 Million Miles to Earth [VHS]
1083;Ed Wood [VHS]
1086;Terminal Velocity [VHS]
1119;Jesse James [VHS]
1129;Creepshow 2 [VHS]
1139;Clerks [VHS]
1176;The Santa Clause [VHS]
1230;Phantom of the Opera [VHS]
1235;The Fall of the House of Usher [VHS]
1255;I.Q. [VHS]
1275;Blow Out [VHS]
1278;The Third Man (50th Anniversary Edition) [VHS]
1288;Nell [VHS]
1291;Wings of Honneamise [VHS]
1307;Doctor Who - The Invasion [VHS]
1312;Dressed to Kill [VHS]
1319;Mad Max [VHS]
1320;Something Wild [VHS]
1335;The Bounty [VHS]
1362;The Brady Bunch Movie [VHS]
1368;Circle of Friends [VHS]
1382;Higher Learning [VHS]
1412;A Goofy Movie (Walt Disney Pictures Presents) [VHS]
1430;Wrong Trousers [VHS]
1438;Star Is Born & Til the Clouds Roll By [VHS]
1470;Remember the Night [VHS]
1484;Basketball Diaries [VHS]
1531;Once Were Warriors [VHS]
1549;Breathless (A Bout de Souffle) [VHS]
1573;Triumph of the Will [VHS]
1574;Children of the Corn 3 [VHS]
1582;Tommy Boy [VHS]
1600;Old Dark House [VHS]
1633;Surviving the Game [VHS]
1641;Doctor Who: The Curse of Peladon [VHS]
1643;Thunderball [VHS]
1649;Doctor Who:  Time and The Rani [VHS]
1669;National Lampoon's Loaded Weapon 1 [VHS]
1670;Fail Safe [VHS]
1676;Earth vs the Flying Saucers [VHS]
1697;Design of a Decade: G.H. [VHS]
1717;8 Seconds [VHS]
1727;Down By Law [VHS]
1741;Secret of Roan Inish [VHS]
1745;State Fair [VHS]
1797;The Official Story [VHS]
1804;The Usual Suspects, Letterbox Edition  [VHS]
1810;Amityville II: The Possession [VHS]
1854;Mute Witness [VHS]
1873;Man of the House [VHS]
1887;Lady On A Train [VHS]
1909;Ben Hur [VHS]
1950;Corpse Vanishes [VHS]
1955;Prophecy [VHS]
1969;Flesh Gordon (Unrated Collector's Edition) [VHS]
1977;Assassins [VHS]
2003;House II: The Second Story [VHS]
2016;The Innocents [VHS]
2020;The Scarlet Letter [VHS]
2028;Judgment at Nuremberg [VHS]
2044;Mallrats [VHS]
2049;The King of Comedy [VHS]
2057;I, Claudius [VHS]
2068;Short Cuts [VHS]
2085;Rocky 3 [VHS]
2098;Doctor Who - Ghost Light [VHS]
2101;Powder [VHS]
2110;The Cabinet of Dr. Caligari [VHS]
2112;The Ghost and Mr. Chicken [VHS]
2120;Rocky 2 [VHS]
2121;Nick of Time [VHS]
2123;Lover Come Back [VHS]
2129;The Wasp Woman [VHS]
2134;Birth of a Nation [VHS]
2137;Tom & Huck [VHS]
2139;Three Lives of Thomasina [VHS]
2165;Rocky Gift Set [VHS]
2190;Mighty Aphrodite [VHS]
2198;Sabrina [VHS]
2205;License (Licence) to Kill [VHS]
2209;Bloodsucking Freaks [VHS]
2219;Doctor Who - The Visitation / Black Orchid [VHS]
2239;Misfits [VHS]
2263;Doctor Who - Kinda [VHS]
2273;Haunted [VHS]
2276;Hawaii [VHS]
2279;Othello [VHS]
2286;Broken Arrow [VHS]
2302;Four Rooms [VHS]
2336;Toy Story [VHS]
2355;Girl 6 [VHS]
2360;Odds Against Tomorrow [VHS]
2364;She [VHS]
2379;House of Games [VHS]
2386;The Sound of Music [VHS]
2398;Bad Day at Black Rock [VHS]
2399;Kids in the Hall - Brain Candy [VHS]
2440;Redneck Zombies - Director's Cut [VHS]
2453;Drunken Master 2 [VHS]
2462;The Truth About Cats & Dogs [VHS]
2473;Up Close & Personal [VHS]
2510;A Flintstones Christmas Carol [VHS]
2519;Beautiful Girls [VHS]
2538;Children of the Corn 4 [VHS]
2580;Sweet Sweetback's Baadasssss Song [VHS]
2588;Willy Wonka & Chocolate Factory [VHS]
2624;Defiant Ones [VHS]
2651;Dawn of the Dead [VHS]
2669;Independence Day [VHS]
2680;Crossfire [VHS]
2703;Lone Star [VHS]
2745;The Rock [VHS]
2753;Giant (Special Widescreen Edition) [VHS]
2774;Death Warrant [VHS]
2785;A Very Brady Sequel [VHS]
2788;Julie [VHS]
2789;The Hunchback of Notre Dame (A Walt Disney Masterpiece) [VHS]
2792;Overboard [VHS]
2797;Halloween 2 [VHS]
2814;Doctor Who - The Mark of the Rani [VHS]
2818;Trainspotting [VHS]
2821;Jack [VHS]
2838;Harriet the Spy
2841;Meatballs [VHS]
2843;Dinner at Eight [VHS]
2851;Leprechaun 4 in Space [VHS]
2880;Flirting With Disaster [VHS]
2882;That Thing You Do [VHS]
2889;The Spirit of St. Louis [VHS]
2895;Lord of the Dance [VHS]
2901;Captain From Castile [VHS]
2903;Basquiat [VHS]
2908;Heathers [VHS]
2915;Trespass [VHS]
2927;1984 [VHS]
2931;Cannonball Run [VHS]
2964;Thinner [VHS]
2983;Johnny Tremain [VHS]
2999;Sleeping Beauty (Fully Restored Limited Edition) (Walt Disney's Masterpiece)  [VHS]
3001;Heavy [VHS]
3017;The Evening Star [VHS]
3026;Untamed Heart [VHS]
3028;Star Trek - First Contact [VHS]
3034;Beautiful Thing [VHS]
3035;Ransom [VHS]
3046;Stanley & Iris [VHS]
3055;King Kong Lives [VHS]
3057;Die Hard With a Vengeance (Widescreen Edition) [VHS]
3066;Red River [VHS]
3075;Beavis & Butthead Do America [VHS]
3079;The Giant Behemoth [VHS]
3081;Lethal Weapon 3 (Widescreen Edition) [VHS]
3082;One Fine Day [VHS]
3084;Breaking the Waves [VHS]
3086;Doctor Who - The Leisure Hive [VHS]
3094;Ridicule [VHS]
3096;Cowboys [VHS]
3098;Stepford Wives [VHS]
3100;Stagecoach [VHS]
3114;Jeremiah Johnson [VHS]
3115;Mean Streets [VHS]
3137;Twelfth Night [VHS]
3151;In Love and War (1996) [VHS]
3204;The Saint [VHS]
3225;Live a Little Love a Little [VHS]
3251;Oklahoma! [VHS]
3252;Platinum Blonde [VHS]
3254;Total Recall
3260;Bitter Tea of General Yen [VHS]
3262;Elvis / Girl Happy [VHS]
3278;Elvis / Kissin Cousins [VHS]
3282;Crow: City of Angels [VHS]
3286;Fist of Legend [VHS]
3297;The Relic [VHS]
3314;Lost Highway [VHS]
3328;Evita [VHS]
3358;Repulsion [VHS]
3363;Romy & Michelle's High School Reunion [VHS]
3418;The Heroic Trio
3421;Wuthering Heights [VHS]
3448;Subway
3499;Kronos [VHS]
3508;Gamera - The Guardian of The Universe [VHS]
3512;Chasing Amy [VHS]
3513;Fleetwood Mac: The Dance   [VHS]
3521;Menace II Society
3525;Con Air [VHS]
3528;Last Man Standing
3529;Plan 9 from Outer Space [VHS]
3536;How the Grinch Stole Christmas / Horton Hears a Who
3538;Dangerous Liaisons
3542;Horror Express
3551;Temptress Moon [VHS]
3568;Grumpier Old Men
3574;Halloween
3581;Brassed Off [VHS]
