1102867;49840
1102867;59673
1102867;102041
1102867;96563
1102867;47884
1102867;47457
1102867;44346
1102867;100180
1102867;3328
1102867;104509
1102867;99907
1102867;56934
1102867;8203
1102867;3858
1102867;5407
1102867;1048
1102867;47384
1102867;60410
1102867;45333
1102867;96201
1102867;104042
1102867;52139
1102867;56363
1102867;99929
1102867;103897
1102867;49956
1102867;7096
1102867;97720
1102867;61549
1102867;3687
1102867;43553
1102867;100474
1102867;54279
1102867;99968
1102867;101754
1102867;56553
1102867;44106
1102867;47432
1102867;96389
1102867;95335
1102867;49574
1102867;60567
1102867;95438
1102867;101003
1102867;96011
1102867;96534
1102867;48918
1102867;43457
1102867;62362
1102867;56439
1102867;53481
1102867;4820
1102867;51357
1102867;43686
1102867;104227
365071;95558
365071;43156
365071;47936
365071;57818
365071;4576
365071;44190
365071;55695
365071;53411
365071;43552
365071;95400
365071;43036
365071;95575
365071;56427
365071;44138
365071;44222
365071;95378
365071;43396
365071;100147
365071;5581
365071;43234
365071;286
365071;43806
365071;95353
365071;60273
365071;100296
365071;56636
365071;44136
365071;98268
365071;43147
365071;102519
365071;44176
365071;8868
365071;54509
365071;96001
365071;96457
365071;4809
365071;95965
365071;43235
365071;43159
365071;95950
365071;5567
365071;1600
365071;43150
365071;56244
365071;43247
365071;43206
365071;43210
365071;56857
365071;96639
365071;55507
365071;4167
365071;43515
365071;8032
365071;45757
365071;50506
365071;57322
365071;58763
365071;96318
365071;45369
365071;96214
365071;43478
365071;43921
365071;59419
365071;96401
365071;47722
365071;96247
365071;57354
365071;53796
365071;44117
365071;42494
365071;3713
365071;95564
365071;43495
365071;43911
365071;56987
365071;7989
365071;98238
365071;59884
365071;95623
365071;99865
365071;4742
365071;43979
365071;5444
365071;43149
365071;43797
365071;43116
365071;60130
365071;95343
365071;50461
365071;4744
365071;98379
365071;43412
365071;96336
365071;56178
365071;43282
365071;45336
365071;95958
365071;59456
365071;43518
365071;96384
365071;42958
365071;96454
365071;43292
365071;98289
365071;5052
365071;47467
365071;4121
365071;59794
365071;95437
365071;96598
365071;96439
365071;59961
365071;95604
365071;43223
365071;55203
365071;42896
365071;95405
365071;100691
365071;45927
365071;8039
365071;48120
365071;56501
365071;43263
365071;4795
365071;95849
365071;49204
365071;97762
365071;45356
365071;43014
365071;98253
365071;95563
365071;104484
365071;96592
365071;96607
365071;95346
365071;43255
365071;45371
365071;57152
365071;96239
365071;95379
365071;4161
365071;95384
365071;95559
365071;4341
365071;5294
365071;5593
365071;96590
365071;42941
365071;45777
365071;56390
365071;97736
365071;94859
365071;43108
365071;42926
365071;6221
365071;61233
365071;45792
365071;96674
365071;95656
365071;57190
365071;56747
365071;43140
365071;96089
365071;54834
365071;8242
365071;96543
365071;57375
365071;4802
365071;44049
365071;99877
365071;95612
365071;59435
365071;44214
365071;95443
365071;43113
365071;43133
365071;95599
365071;98252
365071;45960
638025;95979
638025;54864
